# 来自 rime_kaomoji_dict (https://github.com/aoguai/rime_kaomoji_dict)
# 整理为不重复的 关键词<TAB>颜文字；同一关键词可对应多个颜文字
自杀	…〒_〒…‵ｏ′-一┳═┻︻▄
zi sha	…〒_〒…‵ｏ′-一┳═┻︻▄［畏罪自杀…］
tao	…（⊙＿⊙；）…
逃	…（⊙＿⊙；）…
sa hua	‧★,:*:‧\(￣▽￣)/‧:*‧°★*
fen	′
miao o	″
qi chuang	※=○☆(＿＿*)Ｚｚｚ
起床	※=○☆(＿＿*)Ｚｚｚ
眯眼笑	⁽ ^ᐜ^⁾
眯眼笑	⁽ ˆ꒳ˆ⁾
吹哨子	⁽ ˙³˙⁾
叹气	⁽´°`⁾
喵	₍ ᐢ. ̫ .ᐢ ₎
喵	₍˄·͈༝·͈˄₎◞
安静	₍•˽•₎
安静	₍•͈˽•͈₎
bu song	₍₍ ◝(　ﾟ∀ ﾟ )◟⁾⁾不送
不送	₍₍ ◝(　ﾟ∀ ﾟ )◟⁾⁾不送
跑路	₍₍(ง`ᝫ´ )ว⁾
fei ya fei	₍₍◞( ˙ ꒳ ˙ )◟₎₎ ⁽⁽◝( ˙ ꒳ ˙ )◜⁾⁾
she shi du	℃
zuo	←
往左瞄	←_←
shang	↑
wu di	↑↑↓↓←→←→ＢＡ...┗( -o-)┛
无敌	↑↑↓↓←→←→ＢＡ...┗( -o-)┛
wu di	↑↑↓↓←→←→ＢＡ...┗( -o-)┛无敌！
wu di	↑↑↓↓←→←→ＢＡ…┗<(=-o-)┛无敌！
you	→
chuo lian	→)╥﹏╥)
抽脸	→)╥﹏╥)
chuo	→)╥﹏╥) [戳]
chuo lian	→)╥﹏╥) [戳]
chuo	→)╥﹏╥=)>
斗鸡眼挤眉弄眼	→_←
huai yi	→_→
往右瞄	→_→
xia	↓
开摆	↙(`ヮ´ )↗ 开摆！
gou	√
wc	∥WC||_·)╯去下厕厕……
wc	∥wc∥ o(- -o) =0,з =0,з =0,з
ye	∩__∩y耶~~^^
miao	≡ω≡
miao wu	≡ω≡
喵呜	≡ω≡
hao leng	≡￣﹏￣≡
xiao	≧▽≦
tong ku	≧︿≦
跟我来	⊂( ﾟωﾟ)つ
扇耳光	⊂彡☆))д´)
a	⊙▂⊙
jing xi	⊙▽⊙
shi ma	⊙▽⊙
惊讶	⊙▽⊙
是这样吗	⊙▾⊙
e	⊙︿⊙
wu	⊙﹏⊙
a	⊙０⊙
papa	━((*′д｀)爻(′д｀*))━!!!!
怕怕	━((*′д｀)爻(′д｀*))━!!!!
zhen zuo	━━(o_ _)o━━(o―_―)o━━(９￣ー￣)９[振作!]
dan ding	━━(￣ー￣*|||━━
淡定	━━(￣ー￣*|||━━
shi hua	━━∑(￣□￣*|||━━
石化	━━∑(￣□￣*|||━━
zhe yang a	━━┳━━゛_゛━━┳━━
you pie	━━┳　━━┳
da ku	━┳━　━┳━
dai	━┳━　━┳━
yan shen	━┳━　━┳━
呆	━┳━　━┳━
leng yan	┌( ´_ゝ` )┐
冷艳	┌( ´_ゝ` )┐
kong bu	┌(。Д。)┐
恐怖	┌(。Д。)┐
chou	┌|*´∀｀|┘
愁呀	┌|*´∀｀|┘
就是他幸灾乐祸	┏ (^ω^)=☞
zai jian	┏(＾0＾)┛
再见	┏(＾0＾)┛
gui	┏┛墓┗┓...(((m -__-)m
鬼呀	┏┛墓┗┓...(((m -__-)m
gui	┏┛墓┗┓…(=<(=<(=m -__-)m
mei ren	┐(T.T ) ( T.T) ノ
没人	┐(T.T ) ( T.T) ノ
tan shou	┑(￣Д ￣)┍
摊手	┑(￣Д ￣)┍
tou xiang	┗( T﹏T )┛
我错了我投降	┗( T﹏T )┛
投降	┗( T﹏T )┛
tou xiang	┗( T﹏T )┛[举手投降]
ao wu	┗<(=｀O′=)>┛
shuang jie gun	┗<(=｀o′=)>┓哼 ┏<(=｀○′=)>┛哼┏<(=｀o′=)>┓哈┗<(=｀O′=)>┛兮！！
ji rou	┗|*｀0′*|┛
肌肉	┗|*｀0′*|┛
ao	┗|｀O′|┛ 嗷~~
嗷	┗|｀O′|┛ 嗷~~
duo	┬┴┤_·)
tou kui	┬┴┤_·)
tou kui	┬┴┤_•)
偷窥	┬┴┤_•)
ku	┭┮﹏┭┮
wu wu wu	┭┮﹏┭┮
呜呜呜	┭┮﹏┭┮
zhuang qiang	┳G┻F┳W┫☆(ノ﹏<。)
gfw	┳G┻┳F┳┻W┫
zuo pie	┳━━　┳━━
shuang shou xian zhuo	┴──┴╰<(=￣Д￣=)>╯┴──┴
si ba	┴┴︵╰（‵□′）╯︵┴┴
fan zhuo	┻━┻︵╰(‵□′)╯︵┻━┻
双手掀翻桌子	┻━┻︵╰(‵□′)╯︵┻━┻
fan zhuo	┻━┻︵╰<(=‵Д′=)>╯︵┻━┻
wei qu	╥﹏╥...
委屈	╥﹏╥...
jia you	╭( ･ㅂ･)و
加油	╭( ･ㅂ･)و ̑̑
yi qi	╭(′▽`)╭(′▽`)╯
bi shi	╭∩╮(︶︿︶）╭∩╮鄙视你！
he he	╭∩╮（￣▽￣）╭∩╮
tan shou	╮( ╯ 3 ╰ )╭
tan shou	╮(╯-╰)╭
ai	╮(╯_╰)╭
wu nai	╮(╯▽╰)╭
无奈	╮(╯▽╰)╭
tan shou	╮(－_－)╭
ai	╮(￣▽￣")╭
tan shou	╮(￣▽￣")╭
mei ban f	╮(￣▽￣")╭ 没办法~
qie	╮(￣▽￣)╭
wu nai	╮<(=╯-╰=)>╭
mei ban fa	╮（╯＿╰）╭
没办法了	╮（╯＿╰）╭
ai	╮（﹀＿﹀）╭
无精打采	╯_╰
wu nai	╯▂╰
wu nai	╯︿╰
惊喜	╰(*°‿°*)╯
jing xi	╰(*°▽°*)╯
wa	╰(*°▽°*)╯
惊喜	╰(*°▽°*)╯
kai xin	╰(*´︶`*)╯
mo mo	╰(￣ω￣ｏ) [摸摸头]
gen ni shuo	╰(￣▽￣)╭
欢呼欢迎	╰(￣▽￣)╭
gen ni shuo	╰(￣▽￣)╭ 跟你说厚~
xxoo	╳╳○○
qiang	▄︻┻┳═一……
抢突突	▄︻┻┳═一……
qiang bi	▄︻┻┳═一…… ☆<(=￣□￣=!)>
bao tou	▄︻┻┳═一…… ☆（>○<）
爆头	▄︻┻┳═一…… ☆（>○<）
san dan	▄︻┻┳═一∵∴∷∶∵ (∵_,∵)>>>>
散弹	▄︻┻┳═一∵∴∷∶∵>>
soga	▔▽▔
fang kuai	■
fang kuai	□
快哭了	□_□
san jiao	▲
san jiao	△
yuan	○
hia hia	○( ＾皿＾)っHiahiahia....
HIAHIA表示很猥琐的笑	○( ＾皿＾)っHiahiahia…
hia hia	○( ＾皿＾)っHiahiahia…
orz	○|￣|_
orz五体投地	○|￣|_
fan gp	○|￣|_ =0,3
fang pi	○|￣|_ =3
放屁	○|￣|_ =3
yi wen	◎−◎？
yuan	●
huo che	●┻┓⌒ Σ┌┘車└┐=0,3 =0,3 =0,3
huo che	●┻┓⌒ Σ┌┘車└┐=3 =3 =3
bu zhi dao	◐▽◑
不知道	◐▽◑
斗鸡眼	◑▂◐
qin	◕ˇε ˇ◕
xiu	◕ฺ‿◕ฺ✿ฺ)
羞	◕ฺ‿◕ฺ✿ฺ)
wei xiao	◕‿◕
kai xin	◝(*⁰▿⁰*)◜
shi	◟(⁰𠆢⁰∗)
xing xing	★
xing xing	☆
nao zhong	☆{{{Д}}} ☆!! [铃铃铃]
闹钟	☆{{{Д}}} ☆!! [铃铃铃]
THXTHANKS缩写谢谢	☆⌒(*＾-゜)v THX!!
thx	☆⌒(*＾-゜)v THX!!
pia	☆乀(‵-′ ｏ=)> Pia!
la la	♪(^∇^*)
la la la	♪(^∇^*)
啦啦	♪(^∇^*)
啦啦啦	♪(^∇^*)
qin	♪(´ε｀ )
tian a	♪(´∇`*)
天啊	♪(´∇`*)
chang ge	♪q(^_^q=)><(=p^-^)p♪q(^-^q=)><(=p^_^)p♪
ye	✌(◔౪◔)✌
写写写	✎～～～✐
shan	✧(≖ ◡ ≖✿)
闪	✧(≖ ◡ ≖✿)
闪人	✧(≖ ◡ ≖✿)
撒花	✿ヽ(°▽°)ノ✿
wa	❀‿❀
ju gong	〈（＿　＿）〉
hui jia	『家』 ～o(▽｀ o) =0,3 =0,3 =0,3
hui jia	『家』 ～o(▽｀ o) =3 =3 =3
回家	『家』 ～o(▽｀ o) =3 =3 =3
tel	【TEL】＜铃铃铃~ヾ(￣ ￣*)=0,=0,3=0,3=0,3
hei ban	【】\(·ω·`)o
xiao hei wu	【小黑屋】ヽ(￣︿￣　)—C<(/;◇;)/
nei niu man mian	〒▽〒
内牛满面	〒▽〒
wan an	お(ノ￣0￣)ノや（o￣ ・￣）oす(。＿　＿)。みZZzzzz…
鱼	くコ:彡
wu lian	つ﹏⊂
捂脸	つ﹏⊂
好人卡	づ♡ど
ni shui	゜゜┌┴o゜゜゜゜°[溺水]
泪流满面	テ_デ
reng	ノ￣ー￣)ノ　⌒　>┼○"☆||壁
you	ーー（＾Ｕ＾）ノーーＹＯ
猴子	ヽ( o･ｪ･)ﾉ
tai ke pa le	ヽ(*。>Д<)o゜
太可怕了	ヽ(*。>Д<)o゜
shi	ヽ(•̀﹏•́ )ゝ
hao ye	ヽ(✿ﾟ▽ﾟ)ノ
ye	ヽ(✿ﾟ▽ﾟ)ノ
好耶	ヽ(✿ﾟ▽ﾟ)ノ
tuo zou	ヽ(゜▽゜　)－C<(/;◇;)/~
拖走	ヽ(゜▽゜　)－C<(/;◇;)/~
tuo zou	ヽ(゜▽゜　)－C<(/;◇;)/~[拖走]
ti	ヽ(ヽ `д′)ヽ`д′)ヽ`д′)┌┛┌┛┌┛★)`з゜)y
ao	ヽ(･∀･)メ
tao	ヽ(ﾟ∀ﾟ*)ﾉ━━━ｩ♪
逃之夭夭	ヽ(ﾟ∀ﾟ*)ﾉ━━━ｩ♪
yi qi	ヽ(￣ω￣(￣ω￣〃)ゝ
义气	ヽ(￣ω￣(￣ω￣〃)ゝ
xiao hei wu	ヽ(￣︿￣　)—C<(/;◇;)/
小黑屋	ヽ(￣︿￣　)—C<(/;◇;)/
bu yao a	ヽ（≧□≦）ノ
不要啊	ヽ（≧□≦）ノ
bu qi	ヾ( ┬o┬)┌θθθθ(;;＿ ＿).o○[555~他不起来……]
zai jian	ヾ(*^▽^*)ノ"☆Bye ☆Bye
pao	ヾ(*′▽｀*)ノ彡☆ノヽノヽノヽ
ni hui lai la	ヾ(^▽^*)))
我回来了高兴	ヾ(^▽^*)))
ni hui lai la	ヾ(^▽^*))) 你回来啦~~
hao a	ヾ(^▽^*=)>
要抱抱	ヾ(´ε`ヾ)
ben ren	ヾ(´∀`o)+
哈	ヾ(´∀`o)+
笨人	ヾ(´∀`o)+
ni hao	ヾ(´･ω･｀)ﾉ
你好	ヾ(´･ω･｀)ﾉ
hi	ヾ(๑╹◡╹)ﾉ"
ai ni	ヾ(๑╹◡╹)ﾉ"♡
pdr	ヾ(′▽｀* )ノ~
bao zai wo shen shang	ヾ(′▽｀*)ゝ[包在我身上!]
chou p	ヾ(′▽｀*)ゝ[包在我身上!]
zi xin	ヾ(′▽｀=)>ゝ
ao	ヾ(≧O≦)〃嗷~
嗷嗷	ヾ(≧O≦)〃嗷~
hai	ヾ(≧∇≦*)ゝ
嗨	ヾ(≧∇≦*)ゝ
bao xiao	ヾ(≧▽≦*)o
ha ha	ヾ(≧▽≦*)o
en	ヾ(≧へ≦)〃[嗯!]
n	ヾ(≧へ≦)〃[嗯!]
fen	ヾ(≧奋≦)〃
jiu shi	ヾ(●゜ⅴ゜)ﾉ
就是	ヾ(●゜ⅴ゜)ﾉ
tian xuan di zhuan	ヾ(　 　)ノ゛天ヾ(　°д)ノ゛旋ヾ(°д°)ノ゛地ヾ(д°　)ノ゛转ヾ(　　)ノ゛
shi a	ヾ(＠⌒ー⌒＠)ノ
shi a shi a	ヾ(＠⌒ー⌒＠)ノ
是啊是啊	ヾ(＠⌒ー⌒＠)ノ
ku	ヾ(｡>﹏<｡)ﾉﾞ
Bye拜	ヾ(￣▽￣)Bye~Bye~
bai	ヾ(￣▽￣)Bye~Bye~
拜	ヾ(￣▽￣)Bye~Bye~
KO获胜	ヾ(￣ー￣)X(^▽^)ゞ
huo sheng	ヾ(￣ー￣)X(^▽^)ゞ
fen	ヾ<(≧奋≦)>〃
tian xuan di zhuan	ヾ<(　 　)ノ゛天ヾ<(=°д)ノ゛旋ヾ<(=°д°)ノ゛地ヾ(д°=)>ノ゛转ヾ<( 　　)ノ゛
tai bang le	ヾ（≧∇≦）〃
zai jian	ヾﾉ｡ÒㅅÓ)ﾉｼ
bu shi wo	ㄟ( ▔, ▔ )ㄏ
tan shou	ㄟ( ▔, ▔ )ㄏ
xiao xin	ㄟ( ▔, ▔ )ㄏ
不是我	ㄟ( ▔, ▔ )ㄏ
bu shi wo	ㄟ( ▔, ▔ )ㄏ [不是我干的]
tai bang le	ㄟ(≧◇≦)ㄏ
太棒了	ㄟ(≧◇≦)ㄏ
bu guan wo shi	ㄟ<(=▔.▔=)>ㄏ
wan sui	万岁！*★,°*:.☆\(￣▽￣)/$:*.°★* 。
dong gan guang bo	三三三三三三三三三4(o|o ) [S奥特曼]
bu yao a	不＞(￣ε￣ = ￣3￣)<要
不要啊	不＞(￣ε￣ = ￣3￣)<要
bu yao	不＞(￣ε￣ =0, ￣3￣)<要
qu	乀(ˉεˉ乀)...去去去~
钓鱼	乚 (^ω^ ﾐэ)Э好钩我咬
跑路	乚(`ヮ´ ﾐэ)Э
chong chu	冲出！！___*\( ￣皿￣)/#____
bi shi	凸(゜皿゜=メ)>
kao	凸(゜皿゜メ) 靠！
ca	凸(艹皿艹 )
cao	凸(艹皿艹 )
擦	凸(艹皿艹 )
cao	凸(艹皿艹=)>
fen lie	分＞(￣▽￣ = ￣︿￣)<裂
分裂	分＞(￣▽￣ = ￣︿￣)<裂
fen lie	分＞(￣▽￣ =0, ￣︿￣)<裂
qie	切~~( ﹁ ﹁ ) ~~~
jia you	加油！(o^^)oo(^^o)
dggb	动感光波！！！( ￣O￣)ノノ……∞∞OOO)))
dong gan guang bo	动感光波！！！( ￣O￣)ノノ……∞∞OOO)))
qu s	去死！(-__-)=0,@))> o<)
dai zhi	呆滞 ━┳━　━┳━
mie ha ha	咩哈哈哈哈……<(*￣▽￣*)/
mie hhh	咩哈哈哈哈……<(*￣▽￣*)/
ke ke	咳咳＞＜
wa kkk	哇卡卡卡卡卡……o((≧▽≦o) 太好笑了！！
wa lie	哇咧！Σ(⊙▽⊙"a...
yo xi	哟西！（９￣＾￣）９
啊啊	喂我 σ( ᑒ )
wei	喂！(#`O′)
miao	喵~ ＞▽＜
miao	喵~o( =0,∩ω∩=0, )m
miao	喵~o( =∩ω∩= )m
en	嗯~ o(*￣▽￣*)o
en na	嗯~ o(*￣▽￣*)o
嗯啊就这么愉快的决定了	嗯~ o(*￣▽￣*)o
en	嗯！o(￣︶￣)n
n	嗯！o(￣︶￣)n
wei guan	围观！( → →)
hao ba	好吧…… ╮(╯-╰)╭
ku	好苦~( ＞﹏＜)
an	安啦~~~ o(*￣▽￣*)ブ
an an	安安啦~~~ o(*￣▽￣*)ブ
dui bu qi	对不起~ <(＿　＿)>
fen shen	幻影术！(((￣(￣(￣(￣ー￣)￣)￣)￣)))
dang ran	当然！<(ˉ^ˉ)>
yin shen	忍术~隐！（￣人￣）（￣人:.;:…（￣...:.;::..;::: .:;.…::;.:..:;.:...
hhhh	快使用双截棍，┗(｀o′)┓哼┏(｀○′)┛哼┏(｀o′)┓哈┗(｀O′)┛兮！！
nian li	念力~ ( -人-)···－～＝～≡～≡ ((+o+)))
gan don	感动！o(*≧▽≦*)m
wo lai le	我来了~(～￣▽￣)～
shan	我闪！|(·_·) |·_·) |_·) |·) | )
chou	抽!!(￣ε(#￣)☆╰╮(￣▽￣///)
chou ni	抽!!(￣ε(#￣)☆╰╮(￣▽￣///)
抽你	抽!!(￣ε(#￣)☆╰╮(￣▽￣///)
bai tuo	拜托啦……(^人^)
niu er duo	捏耳朵！<( ‵□′)>───Ｃε(┬﹏┬)3
接龙	接☆龙☆大☆成☆功
sa hua	撒花！(￣▽￣)o∠※PAN!=.:*:'☆.:*:'★':*
sa hua	撒花！(￣▽￣)o∠※PAN!=0,.:*:'☆.:*:'★':*
sa hua	撒花！*★,°*:.☆\(￣▽￣)/$:*.°★* 。
san dan	散弹发射！！▄︻┻┳═一∵∴∷∶∵ (∵_,∵)>>>>
fu qiang	无力扶墙...( ＿ ＿)ノ｜壁
t	无影脚！＜( ￣︿￣)︵θ︵θ︵θ︵θ︵☆(＞口＜－)
wyj	无影脚！＜( ￣︿￣)︵θ︵θ︵θ︵θ︵☆(＞口＜－)
t	无敌幻影脚！ヽ(ヽ `д′)ヽ`д′)ヽ`д′)┌┛┌┛┌┛★)`з゜)y
tan huang q	无敌弹簧拳！( ‵Д′)=0,○))~~~~~~Ю))>o<)/
fen shen	无敌影分身！((≧(≧▽(≧▽≦(≧▽≦)≧▽≦)▽≦)≦)))
nie	无敌捏脸功！<( ‵□′)───C＜─___-)||
jia ji	无敌肉包拳！(o ￣3)=0,=0,@))゜ロ゜((@=0,=0,(′ε′ )o
rou bao quan	无敌肉包拳！(o ￣3)=0,=0,@))゜ロ゜((@=0,=0,(′ε′ )o
zao an	早安~~~ o(*￣▽￣*)ブ
yun	晕！@o@"
sha chong	杀虫剂！( ▼▼)/鹵〈 巛巛巛 ( ◎_x)/
lai la	来啦~(～o￣▽￣)～o ~。。。
zhang	涨(￣︶￣)↗
dan ding	淡━━(￣ー￣*|||━━定
gun	滚来滚去……~(～o￣▽￣)～o 。。。滚来滚去……o～(＿△＿o～) ~。。。
gun lai gun qu	滚来滚去。。<(=～o￣▽￣=)～o 。。滚来滚去。。o～(=＿△＿o～=)>
pen huo	炎炎炎＞(~Q~;;)
re	炎炎炎＞(~Q~;;)
ren zhe b	看我忍者镖！( ‵▽′)ノ'卍卍卍卍卍卍 Σ(゜д゜；)
bo dong quan	真空波动拳！（ ｀o′）{ ···－＝≡))
zhen kong bo dong quan	真空波动拳！（ ｀o′）{ ···－＝≡))
shi hua	石━━∑(￣□￣*|||━━化
she na	神啊~\(￣0￣)/
fan zhuo	翻桌！(╯‵□′)╯︵┻━┻
xie	谢啦!!☆⌒(*＾-゜)v
xie xie	谢啦!!☆⌒(*＾-゜)v
谢谢啦	谢啦!!☆⌒(*＾-゜)v
xie la	谢啦!!☆⌒<(=*＾-＾)v
bb qiang	超远程BB枪！(＃￣□￣)ｏ―∈‥oo━━━━━━━☆
die	跌(┬＿┬)↘
e	这个…… 呃~~ -______-"
fang yu	防御！(((＼(￣一￣)/)))
yin shen	隐身！(*￣□￣)(￣□:;.…::;.:.:::;..::;.:...
feng mo fa	风魔法！ (／-_-)／ξ ξ ξ ξ ξ ξ (+_+ ／)／～～～
兵长	눈_눈
ku le	︸_︸
fei	︿(￣︶￣)︿
ppr	︿(￣︶￣)︿
飞	︿(￣︶￣)︿
ppr	︿(￣︶￣)︿[飘飘然……]
飘飘然	︿(￣︶￣)～
fei	︿<(=￣︶￣=)>︿
wan sui	！*★,°*:.☆(￣▽￣)/$:*.°★* 。
欢呼万岁	！*★,°*:.☆(￣▽￣)/$:*.°★* 。
leng xiao	（ ￣ー￣）
冷笑	（ ￣ー￣）
leng xiao	（ ￣ー￣）[冷笑]
xiao	（*∩_∩*）
ya	（*≧ｍ≦*）
cai zhi dao	（*゜ー゜*）
才知道啊	（*゜ー゜*）
xiao sheng	（*・・*）
hao ke ai	（*＾-＾*）
好可爱啊	（*＾-＾*）
呜呜呜	（-_-。）
wu gu	（o´・ェ・｀o）
无辜	（o´・ェ・｀o）
kou shui	（¯﹃¯）口水ing
man yi	（´v｀）
满意	（´v｀）
jiong	（´Д`）
囧	（´Д`）
猫眼	（ΦωΦ）
呀抓狂	（≧0≦）
oo	（≧0≦）//（-_-。）・・・
ku	（┬＿┬）
liu lei	（┬＿┬）
xian zhuo	（╯‵□′）╯︵┴─┴
xian zhuo	（╯－＿－）╯╧╧
du zui	（○｀ 3′○）
么么	（○｀ 3′○）
嘟嘴	（○｀ 3′○）
du zui	（○｀ 3′○） [嘟嘴]
dui bu qi	（。・＿・。）ﾉ
对不起	（。・＿・。）ﾉ
liu yan	（。人。）
hu	（。－_－。）
li hai	（。＾▽＾）
厉害	（。＾▽＾）
jue zui	（〃｀ 3′〃）
撅嘴	（〃｀ 3′〃）
Mua么么	（づ￣3￣）づ╭❤～
mua	（づ￣3￣）づ╭❤～
qin	（づ￣3￣）づ╭❤～
亲	（づ￣3￣）づ╭❤～
hao de	（゜▽＾*））
hao di	（゜▽＾*））
好	（゜▽＾*））
heng	（︶︿︶）
hai xiu	（＃￣▽￣＃）
bu man	（＃￣～￣＃）
不满	（＃￣～￣＃）
wu yan	（＊￣（エ）￣）
无言	（＊￣（エ）￣）
bei	（；´д｀）ゞ
ke wu	（＝。＝）
可恶	（＝。＝）
dui bu qi	（＞人＜；）
人家都说对不起了	（＞人＜；）
ming tian jian	（＾∀＾●）ﾉｼ
明天见	（＾∀＾●）ﾉｼ
喂	（｀Δ´）！
sheng qi	（｀へ´）
生气哼	（｀へ´）
zhuang sha	（～￣▽￣～）
chou yan	（￣ c￣）y▂ξ。。。
he ma	（￣。。￣）
河马	（￣。。￣）
hema	（￣。。￣）[河马]
dian tou	（￣ー￣（＿ ＿（￣ー￣（＿ ＿
dian tou	（￣ー￣（＿ ＿（￣ー￣（＿ ＿ [点头]
en heng	（￣ー￣）ノ~~マ☆’.・.・:★
嗯哼	（￣ー￣）ノ~~マ☆’.・.・:★
zou	（￣︶￣）↗
ga ga ga	．<{=0,．．．．（嘎~嘎~嘎~）
ga ga	．<{=．．．．（嘎~嘎~嘎~）
嘎嘎笑	．<{=．．．．（嘎~嘎~嘎~）
bie chao	＜（－︿－）＞
en en	＜（＠￣︶￣＠）＞
dui	＜（＾－＾）＞
对	＜（＾－＾）＞
kai xin	＜（￣︶￣）／
kai xin	＜（￣︶￣）＞
gou le	＝ ＝＃
ha	＞▽＜
xiao	＞▽＜
tong ku	＞﹏＜
aaa	Ｏ(≧口≦)Ｏ
啊啊啊	Ｏ(≧口≦)Ｏ
ao	＼(◎o◎)／
tao yan	＼(゜ロ＼)(／ロ゜)／
讨厌	＼(゜ロ＼)(／ロ゜)／
hao	＼（⌒∇⌒）／
hui jian	＼（＾∀＾）メ（＾∀＾）ノ
回见	＼（＾∀＾）メ（＾∀＾）ノ
太好了要抱抱	＼（＾▽＾）／
bao bao	＼（￣︶￣）／
xiao	＾▼＾
o	ｍ(o・ω・o)ｍ
哦	ｍ(o・ω・o)ｍ
bai	ｍ(＿　＿)ｍ
mo bai	ｍ<(＿　＿)>ｍ
躲着	｜−・;）
huai ren	～(　TロT)σ
坏人	～(　TロT)σ
de se	～(￣▽￣～)(～￣▽￣)～
得瑟	～(￣▽￣～)(～￣▽￣)～
de yi	～(￣▽￣～=)><(=～￣▽￣)～
fei	～o=(`▽｀o=)>~=3=3=3
tao pao	～（□`）～
逃跑	～（□`）～
ku qi	～＞＿＜～
我在这里快来找	ﾍ(･_|
你好	ﾟ ∀ﾟ)ノ
啊	ﾟ( ☉д⊙)
捂脸	ﾟ(つд`ﾟ)
恐怖	ﾟÅﾟ )
shi a	ﾟ∀ﾟ
指你	ﾟ∀ﾟ)σ
qie	￢_,￢
wan shang hao	￣O￣)ノ
晚上好	￣O￣)ノ
wan shang hao	￣O￣)ノ　こんばんは
o	￣o￣
na ge	￣△￣
那个不好意思	￣△￣
bu kai xin	￣へ￣
不开心	￣へ￣
