# 来自 rime_kaomoji_dict (https://github.com/aoguai/rime_kaomoji_dict)
# 整理为不重复的 关键词<TAB>颜文字；同一关键词可对应多个颜文字
tan tian	<(=*`▽')u┳━┳ｄ('▽`*=)>
bao bao	<(=*′д｀)爻(′д｀*=)>
xiao se	<(=-"-=)>
qi liang	<(=-'`-=)>
cheng yan jing	<(=-@y@)
nian li gong ji	<(=-人-)···－～＝～≡～≡ (<(=+o+=)>))
kan bu jian	<(=/0＼=)>
bu yao	<(=/๑ᆷ๑\)
hu huan	<(=/￣o￣=)/
shang xin	<(=;′⌒`)
ha	<(=OᆸO=)>
can le	<(=X﹏X=)>
shou shang	<(=X﹏X=)>
y	<(=^_^)y
qing qing	<(=^_^*(^=)>☆
yao ya qie chi	<(=o#゜ 曲゜)o
rou yan jing	<(=o-ωｑ=)>
zhen zuo	<(=o_ _)o→<(=o―_―)o→<(=９￣ー￣)９[振作!]
cai shen	<(=o′┏▽┓｀o=)>
hao	<(=o゜▽゜)o☆
hao zhu yi	<(=o゜▽゜)o☆
bingo	<(=o゜▽゜)o☆[BINGO!]
he ti quan	<(=o￣3')==@))゜ロ゜((@==(′ε′ o=)>
o	<(=°ο°=)>
ti qiu	<(=· ·)L☆ ．．．..○ 冂
xiao mao	<(=·ェ·=)>
ji ti ju shou	<(=·＿·)ノ＿·)ノ＿·)ノ＿·)ノ＿·)ノ
heng heng	<(=ˉ^ˉ=)>
fa dai	<(=˚_˚=)>
shi ta	<(=σ'ω')σ
shi ta	<(=σ′д｀)σ
kan bu jian	<(=೧ᆸ೧=)>
miao wu	<(=′⌒`=)>
bao bao	<(=′▽')爻 (`▽｀=)>
nie	<(=‵□′)>───Ｃε=┬﹏┬)>
nan shou	<(=∥ರ﹏ರ)σ
dai	<(=⊙_⊙=)>
o	<(=⊙o⊙=)>
bi zui	<(=⊙x⊙=)>
bu shi	<(=⊙~⊙)
wei xiao	<(=⌒_⌒=)>
xiong mao yan	<(=⓿_⓿=)>
fan zhuo	<(=┘￣Д￣)┘╧═╧
xian zhuo	<(=┘￣Д￣)┘╧═╧
ji zhang	<(=┘￣︶￣)┘└(￣︶￣└=)>
lei	<(=┳＿┳=)>
lei mu	<(=╥﹏╥=)>
fan zhuo	<(=╯′皿｀)╯ ┫:·'∵:.┻┻:·'.:┣∵·:. ┳┳☆
fan zhuo	<(=╯‵Д′)╯""┻━┻☆))>○<)
zha dan	<(=╯‵□′)╯炸弹！···*～●
ha	<(=╯▽╰=)>
guo bao	<(=▼-▼=)>☭[国宝]
du zui	<(=○｀3′○)
xuan yun	<(=◎ロ◎=)>
xi huan	<(=❤w❤=)>
ji zhang	<(=〃￣︶￣)人(￣︶￣〃=)>
mo lei	<(=ノへ￣ =)>
miao wu	<(=ㄒ﹏ㄒ=)>
ding	<(=﹁"﹁=)>
zhi	<(=﹁"﹁=)σ
kun	<(=﹌○﹌=)>
xie zi	<(=＃_＃)ψ
kun ao	<(=－︿－=)>
feng mo fa	<(=／-_-)／ξ ξ ξ ξ ξ ξ (+_+ ／)>／
jia you	<(=９￣＾￣)９
miao wu	<(=＞﹏＜=)>
bu dong	<(=＠_＠;=)?>
o	<(=＠＾０＾)
da xiao	<(=＾皿＾=)っ
kai xing	<(=ｏ^_^)o
chuo nian	<(=～￣▽￣)→)￣▽￣=)>o
y	<(=～￣▽￣)～
ni kan kan ni	<(=ﾟ∀ﾟ)σ
bi shi	<(=￢_￢=)>
bi ti	<(=￣ ‘i ￣=)>
fei pang	<(=￣)ε(￣=)>
dan ding	<(=￣.￣=)>
fei wen	<(=￣3￣)╭❤
lie dui	<(=￣^￣<(=￣^￣<(=￣^￣=)>
fu qiang	<(=￣_￣)σ…<( ＿ ＿)ノ｜
mian bi	<(=￣_￣)σ…<( ＿ ＿)ノ｜
hei xian	<(=￣_￣|||)>
chou yan	<(=￣c￣)y▂ξ。。。 抽烟
bi ti	<(=￣ii￣=)><(=￣＂￣=)>
de yi	<(=￣ˇ￣)/
xi xi	<(=￣ˇ￣=)>
bian ta	<(=￣ε(￣＃)☆╰╮o(=￣皿￣///)>
yao tou	<(=￣ε￣ = ￣3￣=)>
tu she tou	<(=￣┰￣=)>
yin shen	<(=￣□￣)<(=￣□:;.…::;.:.:::;..::;.:...
he he	<(=￣▽￣"=)>
sha xiao	<(=￣▽￣=)>
gan bei	<(=￣▽￣=)>～■☆□～<(=￣▽￣=)>
leng xiao	<(=￣ー￣)
dui	<(=￣ー￣)人(^▽^=)>
dian tou	<(=￣ー￣<(＿＿<(=￣ー￣<(＿＿
cai	<(=￣︿￣)︵θ︵θ︵θ︵θ︵☆(＞口＜=)>
jue zui	<(=￣︿￣=)>
kou shui	<(=￣﹃￣=)>
yang tou	<(=￣﹌￣=)>
jiao	<(=￣～￣=)>
qian	<(=￥▽￥=)>
shui jao	<(O_　_)0。゜zｚＺ
lei liu man mian	<(o ;′Д`)ノ
die dao	<(o＿＿)o彡☆
dang ran	<(ˉ^ˉ)>
当然啦	<(ˉ^ˉ)>
e	<(ˉ▽ˉ；=)>
zuo you kai gong	<(Д゜(○=<(=゜ 皿゜=)>=○)゜Д゜)>
xiao	<(≧▽≦)>
ceng	<(≧︶)￣▽￣=)>ゞ
zou	<(╬￣皿￣)=○＃)３￣)>
de yi	<(▰˘◡˘▰)>
hai xiu	<(▰▰￣▽￣▰▰)>
chi yao	<(。=>︿<)_θ 吃药
yo	<(づ￣　³￣)>づ
xin shen bu ning	<(゜゜ )>心(。。)>神<(゜゜ )>不(。。)>宁"...
cha yan lei	<(ノへ￣、=)>
hai xiu	<(＃￣▽￣＃)>
sheng qi	<(－︿－)>
生气	<(－︿－)>
dui bu qi	<(＿　＿)>
zhi	<(￣ ﹌ ￣)@m
指	<(￣ ﹌ ￣)@m
jiu ni	<(￣ ﹌ ￣)@m 就你！
就你	<(￣ ﹌ ￣)@m 就你！
biao	<(￣3￣)> 表！
go	<(￣OO,￣)/[GO!]
de yi	<(￣ˇ￣)/
得意	<(￣ˇ￣)/
wa ka ka	<(￣▽￣)/
wa kkk	<(￣▽￣)/
de yi	<(￣︶￣)>
得意满意	<(￣︶￣)>
go	<(￣︶￣)↗[GO!]
cha yao	<)。(>
叉腰	<)。(>
鱼	<*)) >>=<
yu gu tou	<*)>> >=<
鱼	<+ ))><<
yu	<。 )#)))≦
鱼	<゜)))彡
鱼	<・ )))><<
han	= =b
shan	=└(┐卍^o^)卍
闪	=└(┐卍^o^)卍
mai m	=￣ω￣=
miao	=￣ω￣=
卖萌	=￣ω￣=
lian hong	>//////<
ha ha	>^.^<
金鱼	>°))))彡
yu	>°)))>彡
bu yao	>ω<=)>o"
猴子	@(/o･ｪ･o)@/
猴	@(o･ｪ･)@
猴	@(o･ｪ･o)@
猴子	@(｡･o･)@
wo niu	@/"
yun	@_@
hosts	C:\windows\system32\drivers\etc
mojiezuo	Capricorn
fk	French Kiss! (*￣(￣　*)
kiss	French Kiss!(*￣(￣　*)
good	Good! o(￣▽￣)ｄ
hi	Hi~ o(*￣▽￣*)ブ
max	MIN■■■■■□□MAX
nu	MIN■■■■■□□MAX(╯‵□′)╯︵┻━┻
fen nu	MIN■■■■■□□MAX<(=╯‵皿′)╯︵┻━┻︵┻━┻︵┻━┻
en	O(∩_∩)O嗯！
zou ni	O-(///￣皿￣)☞ ─═≡☆゜★█▇▆▅▄▃▂＿
ok	OK
oh ye	Oh yeah！\(^&^)/
oh no	Oh~ no！！！！
ha	O口O!
pia	Pia! ☆乀<(=‵-′=)>ノ☆ Pia!
da wen zi	Pia!(ｏ ‵-′)ノ” [臭蚊子!]
pia	Pia!(ｏ ‵-′)ノ”(ノ﹏<。)
pia	Pia!<(=ｏ ‵-′)ノ☆
ku	Q_Q
s xiao h	S小孩! (ｏ ‵-′)ノ”(ノ_<。)
ku	TAT
ku	T^T"///
ku	T_T
gou gou	U·ェ·*U [狗狗]
gou gou	U·ェ·U [狗狗]
gou gou	U•ェ•*U
熊	U•ェ•*U
狗狗	U•ェ•*U
zhu a	W(￣_￣)W
zhua	W(￣_￣)W
zao gao	X﹏X
糟糕	X﹏X
糟糕了	X﹏X
can le	X﹏X 惨了！
zao gao	X﹏X 糟糕！
yes sir	Yes,sir! <(￣O￣)/
睡着呼噜声	ZZzz…(。-ω-)
zuo meng	ZZzz…(。-ω-)..ooO((【·:*:~夢~:*:·】))
做梦	ZZzz…(。-ω-)..ooO((【•:*:~夢~:*:•】))
做梦	ZZzz…(。-ω-)..ooO(•:*:~:*:•)
shui jiao	ZZzz…<(。=-ω-)..ooO((【·:*:~ 夢~:*:·】))
chu kou	[EXIT]______λ......_____
chu kou	[EXIT]λ…λλ…λ…λλλ…
k ge	[K歌] ...φ(0￣*)啦啦啦_φ(*￣0￣)>
gan bei	[]~(￣▽￣)~*
干杯	[]~(￣▽￣)~*
gan bei	[]~(￣▽￣)~* 干杯！
gan bei	[]~<(=￣▽￣~=)>
bu xie	[不屑](￣_,￣ )
bu man	[不满](*￣︿￣)
zhi xing xing	[两罐纸星星](*ˉ﹃ˉ)_☆☆
zhi hui jiao tong	[交通志愿老大妈指挥ing...] (ｏ^~^)尸"
xiang shou	[享受](╯▽╰ )
qin qin	[亲亲]o(*￣3￣)o
shang xin	[伤心](；′⌒`)
di luo nan	[低落] (#｀-_ゝ-)
ni	[你你你……] ～(　TロT)σ
ni ni ni	[你你你……] ～(　TロT)σ
nnn	[你你你……] ～(　TロT)σ
tou pai	[偷拍] Σ[ ◎ ]}ー′）
tou kan	[偷看](/ω·＼*)
tou kan	[偷看](/ω＼*)……… (/ω·＼*)
ji zhang	[击掌]( ￣ー￣)人(^▽^ )
ka la ok	[卡拉OK] ...φ(0￣*)啦啦啦_φ(*￣0￣)′
ka la ok	[卡拉OK] ...φ(￣0￣*=)>啦啦啦_φ<(=*￣0￣)′
cha yao	[叉腰] <)。(>
bian zi	[吃我一鞭!]( `０‘)ノ~~~~~~~~~ν
chi fan	[吃饭去鸟].....(((((ヾ(　o=0,^·ェ·)o　┏━┓
chi fan	[吃饭鸟]……(((((ヾ<(　=o·ェ·)=o　┏━┓
tu	[吐]( >ρ < ”)
wen bie	[吻别](*￣;(￣ *)
wo	[呃~我……]σ(-_-メ)
mi mi	[咪咪]（。人。）
die dao	[啪叽~摔一跟头……]((o_ _)'彡☆
wei fan	[喂饭]( *^-^)ρ(^0^* )
xi bei feng	[喝西北风](　′Д`)彡
喝西北方	[喝西北风](　′Д`)彡
ye zhu	[噎住] ( *⊙~⊙)
噎住	[噎住] ( *⊙~⊙)
ye si	[噎死] ( *⊙~⊙)
huai ren	[坏人……] ～(　TロT)σ
tian zhu wo ye	[天助我也~] ヾ(*′▽｀*)彡
tai ke pa le	[太可怕了]ヽ(*。>Д<)o゜
she jian	[射箭]( ￣ー￣)——)-＝＝＝＝＝＝＝>-->>
xiao xin	[小新]<(￣︶￣)↗
zhi	[就你好了~] (＠゜▽゜)
zhi	[就是他!] (＠｀д′)
nian zhou	[念咒]（（（　(-h-)　）））
pa pa	[怕怕]━((*′д｀)爻(′д｀*))━!!!!
wo	[我？]σ(· ·?)
shou liu dan	[手榴弹!]σ～ (｀′メ
da he qian	[打呵欠](_ _)( - . - )(~O~) ……( - . - )
da ha qian	[打呵欠]<( _ _ )><(=- . -=)><(=~ O ~=)>……<(=- . -=)>
zhua kuang	[抓狂]"o((>ω< ))o"
zhua kuang	[抓狂]o(>@<)o
bao bao	[抱抱]━((*′ ▽｀)爻(′▽｀*))━!!!
bao bao	[抱抱]━((*′д｀)爻(′д｀*))━!!!!
pai shou	[拍手]└(￣ ￣└)(┘￣ ￣)┘[拍手]
wa bi shi	[挖鼻屎] (*￣rǒ￣)
mo mo	[摸摸头](～￣▽￣)ノ
fang wo chu qu	[放我出去~~~] ||Φ|(|T|Д|T|)|Φ||
wu nai	[无奈]╮(╯-╰)╭
zao dian hui lai	[早点回来哦~](～￣(OO)￣)ブ
zao dian hui lai o	[早点回来哦~](～￣(OO)￣)ブ
ni	[是不是你?!](σ｀д′)σ
shi bu shi ni	[是不是你?!](σ｀д′)σ
qi dai	[期待] (☆▽☆)
lai ren na	[来人呐~](o ;′Д`)ノ゛
leng zhu	[楞住](°ー°〃)
mao mao chong	[毛毛虫](· ·)nnn
xiao shi	[消失](*￣□￣)(￣□:;.…::;.:.:::;..::;.:...
huo jian tong	[火箭筒，发射！](*￣皿￣)=0,Σ口＞=0,Σ口＞=0,Σ口＞
huo jian	[火箭筒，发射！](*￣皿￣)=Σ口＞=Σ口＞=Σ口＞
huo jian tong	[火箭筒，发射！]<(=#￣皿￣)=Σ 口＞=Σ口＞=Σ口＞
zhu	[猪]^(*￣(oo)￣)^
bie zui	[瘪嘴](*￣︿￣)
zhou mei	[皱眉](-"-)
zhen da	[真哒?!] o(〃'▽'〃)o
mi mi	[秘密] (一-一)
mo bai	[膜拜]＿|￣|○ → ＿|＼○＿ → ＿/＼○＿ → ＿__＿○＿
kun ao	[苦恼] ( -'`-; )
huo sheng	[获胜者是……]ヾ(￣ー￣)X(^▽^)ゞ
mie shi	[蔑视](￣_,￣ )
she quan	[蛇拳]z(-_-z)).....((s-_-)s
shi li	[视力表]┫♀旦￣)σ(呃……)
ci yu ni li liang	[赐予你力量！]( *￣▽￣)o ─═≡※:☆▆▅▄▃▂＿
zu qiu	[足球] ( · ·)L☆ ．．．..○ 冂
ceng	[蹭](*≧︶≦))(￣▽￣* )ゞ
yun dong	[运动]╔囧╗╔囧╝╚囧╝╚囧╗
xie e	[邪恶]( ‵▽′)ψ
zui quan	[醉拳]ヨロ (*~▽~)ノ ヨロ ヽ(~▽~*）ヨロ (*~▽~)―〇 ☆ バシ ))>口<)
shan ren	[闪人](*￣▽￣)(￣▽:;.…::;.:.:::;..::;.:...
tao zui	[陶醉]( *︾▽︾)
shen me dong xi	[靠！什么东西？！] ( ｀д′)
fei wen	[飞吻] (*￣3￣)╭
hei ke di guo	[黑*客帝国下腰!] ┌(_Д_┌ )┐
xia yao	[黑*客帝国下腰!] ┌(_Д_┌ )┐
gu zhang	[鼓掌]└(￣ ￣└)(┘￣ ￣)┘[鼓掌]
tao m	\("▔□▔)/\("▔□▔)/ [逃命啊~~]
tao ming	\("▔□▔)/\("▔□▔)/ [逃命啊~~]
hai	\(( °∀° ))ﾉ
hai xiu	\(//?//)\
bao bao	\(T︶T*\))抱抱~
kai xin	\(≧ω≦)/
ha ha	\(≧▽≦)/
bao bao	\(￣︶￣)/ 抱抱~
bao bao	\(￣︶￣*\))抱抱~
zhu	^(*￣(oo)￣)^
猪	^(*￣(oo)￣)^
zhu	^(oo)^ =(oo)=""" ~(oo)~
hhh	^-^
hhh	^O^
ho ho	^O^
吼吼欢呼	^O^
y	^_^)y
ye	^_^)y
hao kai xin	^_________________^
俏皮地眨眼睛	^_~
ju shou	_( ﾟДﾟ)ﾉ
举手	_( ﾟДﾟ)ﾉ
zhou mei	_(:3」∠)_
fu di	_(:з」∠)_
tang qiang ma	_(:马」∠)_
tang qiang lv	_(:驴」∠)_
躺枪驴	_(:驴」∠)_
o	_(￣0￣)_[哦~]
chong chu	___*( ￣皿￣)/#____
gu dan	______λ......_____
bie zou	______λ......___丬 别走啊～～
bie zou	_____λ......___丬 别走啊～～
别走	_____λ......___丬 别走啊～～
hua quan	_〆(´Д｀ )
画圈	_〆(´Д｀ )
多人	`ー´) `д´) `д´)
哼	c(　╹^╹)
xiu	d(∀｀d*)─(*b´∀)b
ding	d=0,=0,=0,=0,=0,(￣▽￣*)b [顶!]
ding	d=====(￣▽￣*)b
顶	d=====(￣▽￣*)b
fu fu	fufu~ ^u^
ho ho	hoho ^O^
http	http://
http	https://
ba ga	l(｡-ω-)l
lao hu	m( =0,∩王∩=0, )m
lao hu	m( =∩王∩= )m
老虎	m( =∩王∩= )m
宰了你	m9( `д´)
mmm	mmm.....
mmm	mmm...f('︶︿︶)o
mua	mua! (*╯3╰)
ke ai	n(*≧▽≦*)n
tou xiang	n(→_←)┛
mao	o( =0,·ω·=0, )m
miao xing ren	o( =•ω•= )m
喵星人	o( =•ω•= )m
tou xiang	o( >﹏<。)┛
aaa	o((>ω< ))o
dou	o((⊙﹏⊙))o.
抖	o((⊙﹏⊙))o.
dou	o((⊙﹏⊙))o. [抖]
zan cheng	o(*'▽'*)/
hai xiu	o(*////▽////*)q
shy	o(*////▽////*)q
shy害羞的畏缩的	o(*////▽////*)q
xiu	o(*////▽////*)q
hao	o(*^▽^*)o [好~~]
ju shou	o(*^▽^*)┛
举手	o(*^▽^*)┛
ju shou	o(*^▽^*)┛[举手]
guai	o(*^＠^*)o
乖	o(*^＠^*)o
guai	o(*^＠^*)o 乖～
bao xiao	o(*≧▽≦)ツ
ha ha	o(*≧▽≦)ツ
爆笑	o(*≧▽≦)ツ
pai zhuo	o(*≧▽≦)ツ┏━┓
拍桌	o(*≧▽≦)ツ┏━┓
掀桌发飙	o(*≧▽≦)ツ┏━┓
pai zhuo	o(*≧▽≦)ツ┏━┓[拍桌狂笑!]
qin qin	o(*￣3￣)o
亲亲	o(*￣3￣)o
he he	o(*￣▽￣*)o
hh	o(*￣▽￣*)o
xing fu	o(*￣▽￣*)o
幸福	o(*￣▽￣*)o
hei hei	o(*￣▽￣*)ゞ
man zu	o(*￣︶￣*)o
满足	o(*￣︶￣*)o
ren	o(-"-;) [我忍!]
ren	o(-"-=)>
mao	o(=0,·ェ·=0,)m
mao	o(=•ェ•=)m
猫	o(=•ェ•=)m
heng	o(=￣ヘ￣o＃)>
gao zhuang	o(>O<;; )σ
tat	o(TヘTo)
zhen hao	o(^▽^)o
真好	o(^▽^)o
e	o(` · ~ · ′。)o
zhui sha	o(°▽、°o)....+((￣﹏￣m )
zhui	o(°▽、°o)....+((￣﹏￣m )~ 你给我回来！
jiu jie	o(′益`)o
纠结	o(′益`)o
bian mi	o(′益`)o [便秘]
tat	o(≧∩≦)o
aaa	o(≧口≦)o
beng kui	o(≧口≦)o
崩溃	o(≧口≦)o
zhen da	o(〃'▽'〃)o
yuan nian	o(一︿一+)o
怨念	o(一︿一+)o
yuan nian	o(一︿一+)o 怨.念....
lai le	o(ﾟ∀ﾟ)o
man zu	o(￣ˇ￣)o
du zui	o(￣ε￣*)
嘟嘴亲亲	o(￣ε￣*)
du zui	o(￣ε￣*) [嘟嘴]
du zui	o(￣ε￣=)>
bu hao yi si	o(￣┰￣*)ゞ
不好意思啦	o(￣┰￣*)ゞ
good	o(￣▽￣)ｄ
chuo	o(￣▽￣*)ゞ))￣▽￣*)o [手肘戳戳]
wo quan	o(￣ヘ￣o* )[握拳!]
heng	o(￣ヘ￣o=)>
heng	o(￣ヘ￣o＃)
heng heng	o(￣ヘ￣o＃)
wo qu	o(￣ヘ￣o＃)
哼不理你	o(￣ヘ￣o＃)
哼哼	o(￣ヘ￣o＃)
wo q	o(￣ヘ￣o＃) 握拳！
wo quan	o(￣ヘ￣o＃) 握拳！
bao xiao	o<(*≧▽≦)>ツ
guai bao bao	o<(=*^＠^*=)>o
hai xiu	o<(=////▽////=)>o
zhu mao	o<(=°ω°=)>0
nan shou	o<(=′益`=)>o
chan dou	o<(=⊙﹏⊙=)>︴o
jiong	o<(=╯□╰=)>o
kun ao	o<<(≧口≦)>>o
da xiao yan	o_O
xiu	p(#￣▽￣#)o
chao xiao	q(≧▽≦q)
shy	shy~ o(*////▽////*)q
wo	v(｡･ω･｡)
de yi	v(￣︶￣)y
aa	w(ﾟДﾟ)w
啊啊	w(ﾟДﾟ)w
wow	wow~ ⊙o⊙
wow哇呀	wow~ ⊙o⊙
she quan	z(-_-z)).....((s-_-)s
射拳	z(-_-z)).....((s-_-)s
leng	{{{(>_<)}}}
暗中观察	| ω・´)
han	|(*′口`)
han si	|(*′口`)
汗死	|(*′口`)
shan	|(•_•) |•_•) |_•) |•) | )
偷看	|-` )
cang	|<(=·_·=)> |·_·=)> |_·=)> |·=)> |>
缩在一角	|_・)
mei ren	||o(*°ω°*)o|Ю [没人在哦?]
you ren ma	||o(*°▽°*)o|Ю [有人吗?]
有人吗	||o(*°▽°*)o|Ю [有人吗?]
fang wo chu qu	||Φ|(|T|Д|T|)|Φ||
放我出去	||Φ|(|T|Д|T|)|Φ||
lao fang	||Φ|<|(|T|Д|T|)|>|Φ||
dun	||┣(—_＼) [金盾!]
fang yu	||┣(—_＼=)>
wo hui lai la	||ヽ(*￣▽￣*)ノミ|Ю
我回来啦	||ヽ(*￣▽￣*)ノミ|Ю
wo hui lai la	||ヽ(*￣▽￣*)ノミ|Ю[我回来啦~]
偷瞄害羞	|ω・）
yi	|ω･`)
偷看	|д` )
偷看	|дﾟ )
偷看	|∀` )
偷看	|∀ﾟ
duo	|∥|∥|_·=)>
偷看	|ー` )
tou kui	|壁|_☆)
躲在墙后偷瞄	|･ω･｀)
luan ma	~%?…,# *'☆&℃$︿★?
乱码什么跟什么	~%?…,# *'☆&℃$︿★?
wo lai le	~(～￣▽￣)～
我来了	~(～￣▽￣)～
she na	~(￣0￣)/
神啊	~(￣0￣)/
nie	~(￣▽￣)~*
哈	~(￣▽￣)~*
la	~\(≧▽≦)/~啦啦啦
miao	~o( =∩ω∩= )m
猫喵	~o( =∩ω∩= )m
哈	~o(〃'▽'〃)o
qie	~~( ﹁ ﹁ ) ~~~
切	~~( ﹁ ﹁ ) ~~~
切不屑	~~( ﹁ ﹁ ) ~~~
bian zi	§(*￣▽￣*)§[辫子]
跳舞	¯\_(౦▾౦ ✿)¯\_
du	°
bu yao	°.°·(((p(≧□≦)q)))·°.°。
bu yao	°.°·(((p<(≧□≦)>;q)))·°.°。
ao	´◔ ‸◔`
si ba	´･∀･)乂(･∀･｀
死吧	´･∀･)乂(･∀･｀
cha	×
de se	ʅ（´◔౪◔）ʃ
嘚瑟	ʅ（´◔౪◔）ʃ
哭	˃̣̣̥᷄⌓˂̣̣̥᷅
zhan	ˋ( ° ▽、° ) (o(￣▽￣///(斩!!)
斩了	ˋ( ° ▽、° ) (o(￣▽￣///(斩!!)
kou shui	ˋ( ° ▽、° ) 口水ing...
kou shui	ˋ<(=° ▽、°=)>
han	Σ( ° △ °|||)︴
han si	Σ( ° △ °|||)︴
jing	Σ( ° △ °|||)︴
受惊害怕	Σ( ° △ °|||)︴
汗	Σ( ° △ °|||)︴
ni	Σ( ￣д￣；) 你！！
ha	Σ(⊙▽⊙"a...
dao	Σ(っ °Д °;)っ
jing	Σ(っ °Д °;)っ
惊讶	Σ(っ °Д °;)っ
jing ya	Σ(゜д゜=!)>
dao	Σ(｀д′*ノ)ノ
jing	Σ(｀д′*ノ)ノ
惊	Σ(｀д′*ノ)ノ
jing	Σ<(= ° △ °|||)>︴
a	Σ<(=⊙▽⊙)"
jing	Σ<(=っ°Д °)っ
jing	Σ<(=￣д￣=!)>
穿心	Σ>―(〃°ω°〃)♡→
zhao xiang	Σ[ ◎ ]}
mei wei	Ψ(￣∀￣)Ψ
美味	Ψ(￣∀￣)Ψ
pao	ε = = (づ′▽`)づ
跑	ε = = (づ′▽`)づ
pao	ε =0, =0, (づ′▽`)づ
oh yeah	ε(*´･∀･｀)зﾞ
ohyeah	ε(*´･∀･｀)зﾞ
ming ku	ε(┬┬﹏┬┬)3
苦命的娃	ε(┬┬﹏┬┬)3
ming ku	ε(┬┬﹏┬┬)3 命苦...
xing hao	ε=(￣。￣;A 呼~幸好幸好……
xing hao	ε=0,(￣。￣;A 呼~幸好幸好……
pao	ε=0,ε=0,ε=0,(~￣▽￣)~
tao	ε=0,ε=0,ε=0,ε=0,ヽ(*￣o￣)ノ
tao	ε=0,ε=0,ε=0,┏(゜ロ゜;)┛
tao	ε=0,ε=0,┏( >_<)┛
chuan qiang	ε=0,ε┣G┻F┳ε=0,ヽ(*￣▽￣)ノ┻W┫穿墙过去！
nu	ε=0,怒ε=0,怒ε=0,怒ε=0,怒ε=0,( o｀ω′)/
nu	ε=0,怒ε=0,怒ε=0,怒ε=0,怒ε=0,( o｀ω′)ノ
chong	ε=ε=~\<(= ￣皿￣)/~
pao	ε=ε=ε=(~￣▽￣)~
跑	ε=ε=ε=(~￣▽￣)~
tao	ε=ε=ε=┏(゜ロ゜;)┛
逃跑步	ε=ε=ε=┏(゜ロ゜;)┛
pao	ε=ε=ε=┏<(=゜ロ゜)┛
fan qiang	ε=ε┣G┻F┳ε=ヽ<(=￣▽￣)ノ┻W┫
大怒	ε=怒ε=怒ε=怒ε=( o｀ω′)ノ
nu	ε=怒ε=怒ε=怒ε=怒ε=( o｀ω′)ノ
nu	ε=怒ε=怒ε=怒ε=怒ε=<(=o｀ω′)/
feng shan	ε～( ～( ～ ( 卍 )＼(￣▽￣ ＼)[超强风扇吹]
feng mo fa	ε～(～(～(卍)＼(￣▽￣＼)>
小金鱼	ζ°)))彡
pai dui	λ…λλ…λ…入λλ…
zha yan	ο(=0,·ω＜=0,)ρ⌒☆[媚眼]
zha yan	ο(=·ω＜=)ρ⌒☆[媚眼]
mei yan	ο(=•ω＜=)ρ⌒☆
媚眼	ο(=•ω＜=)ρ⌒☆
ku	π__π
zhe	σ(-_-メ=)>
kai xing	σ(=⌒ー⌒=)>
嘿嘿	σ`∀´)
眼睛	σ　σ
wo	σ（⌒ー⌒）
qu	φ(-ω-*)
去你的	φ(-ω-*)
k ge	φ(0￣*)啦啦啦_φ(*￣0￣)
la la la	φ(0￣*)啦啦啦_φ(*￣0￣)>
啦啦啦	φ(0￣*)啦啦啦_φ(*￣0￣)>
ka lao k	φ(0￣*)啦啦啦_φ(*￣0￣)′
卡啦ok	φ(0￣*)啦啦啦_φ(*￣0￣)′
ha ha	φ(≧ω≦*)♪
le	φ(≧ω≦*)♪
乐	φ(≧ω≦*)♪
兴奋的唱歌	φ(≧ω≦*)♪
gao xing	φ(゜▽゜*)♪
高兴	φ(゜▽゜*)♪
xie zi	ψ(。。 )
chi diao	ψ(｀∇´)ψ
吃点	ψ(｀∇´)ψ
shi ma	о∀о
shi huai	ԅ(¯﹃¯ԅ)
使坏	ԅ(¯﹃¯ԅ)
jia you	٩( 'ω' )و
zou zhe	٩( 'ω' )و
tou xiang	٩(͡๏̯͡๏)۶
猴子	٩(͡๏̯͡๏)۶
jia you	٩(๑`^´๑)۶
qi lai	٩(๑`^´๑)۶
zao	٩(๑`^´๑)۶
ya	٩(●˙▿˙●)۶
tou xiang	٩͡[๏̯͡๏]۶
hei hei	థ ౪ థ
wei nan	ಠ__ಠ
kan	ಠ_ಠ
ku	ಥ_ಥ
喵	ฅ(^ω^ฅ)
ha	๐<(=๏ᆷ๏=)>๐
a xin	ლ(•̀ _ •́ ლ)
zhua zi	ლ(❤◡❤ლ)
qin	ლ(｡◕ˇε ˇ◕。ლ)
喵	ლ—(°◡°)-ლ
探头	ᐕ)⁾⁾
不听不听	ᑭ`д´)ᓀ ∑ᑭ(`ヮ´ )ᑫ
zou zhe	ᕕ( 'ω')ᕗ
zou zhe	ᕕ( ˙꒳​˙)ᕗ
lai	ᕕ( ᐛ )ᕗ
诶嘿	ᕕ( ᐛ )ᕗ
赖	ᕕ( ᐛ )ᕗ
诶嘿	ᕕ( ﾟ∀。)ᕗ
愣住	’(°ー°〃)
bu ming zhen xiang	“不明真相的围观群众” 槑槑槑槑呆槑槑槑槑槑槑槑槑……
没了	””(￣ー￣)/””
pai shou	””\(￣ー￣) (￣ー￣)//””
pai shou	””\\(￣ー￣) (￣ー￣)//””[拍手拍手]
gu zhang	””\\(￣ー￣) (￣ー￣)//””[鼓掌]
撇嘴发呆	•﹏•
nian zhou	……(((＼(￣一￣)/)))[念咒]
die dao	……]((o_ _)'彡☆
跌倒	……]((o_ _)'彡☆
xiao	……o((≧▽≦o) 太好笑了！！
zi sha	…〒_〒…‵ｏ′-一┳═┻︻▄
